IDENTIFICADOR_OBRA,obra_PROCESO_mean,obra_PROCESO_max,obra_PROCESO_min,obra_CODIGO_RUC_GANADOR_mean,obra_CODIGO_RUC_GANADOR_max,obra_CODIGO_RUC_GANADOR_min,obra_CONVOCATORIA_PROCESO_GANADO_mean,obra_CONVOCATORIA_PROCESO_GANADO_max,obra_CONVOCATORIA_PROCESO_GANADO_min,obra_TotalProcesosParticipantes_mean,obra_TotalProcesosParticipantes_max,obra_TotalProcesosParticipantes_min,obra_CODIGO_CONTRATO_mean,obra_CODIGO_CONTRATO_max,obra_CODIGO_CONTRATO_min,obra_CODIGO_RUC_PARTICIPANTE_mean,obra_CODIGO_RUC_PARTICIPANTE_max,obra_CODIGO_RUC_PARTICIPANTE_min,obra_n_ofertas_mean,obra_n_ofertas_max,obra_n_ofertas_min,obra_monto_ofertado_min_mean,obra_monto_ofertado_min_max,obra_monto_ofertado_min_min,obra_monto_ofertado_max_mean,obra_monto_ofertado_max_max,obra_monto_ofertado_max_min,obra_monto_ofertado_mean_mean,obra_monto_ofertado_mean_max,obra_monto_ofertado_mean_min,obra_monto_ofertado_median_mean,obra_monto_ofertado_median_max,obra_monto_ofertado_median_min,obra_monto_ofertado_std_mean,obra_monto_ofertado_std_max,obra_monto_ofertado_std_min,obra_monto_ofertado_rango_mean,obra_monto_ofertado_rango_max,obra_monto_ofertado_rango_min,obra_obra_2a3a_n_registros_mean,obra_obra_2a3a_n_registros_max,obra_obra_2a3a_n_registros_min,obra_obra_2a3a_nunique_CODIGO_RUC_mean,obra_obra_2a3a_nunique_CODIGO_RUC_max,obra_obra_2a3a_nunique_CODIGO_RUC_min,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_mean,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_max,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_min,obra_obra_2a3a_nunique_TotalProcesosParticipantes_mean,obra_obra_2a3a_nunique_TotalProcesosParticipantes_max,obra_obra_2a3a_nunique_TotalProcesosParticipantes_min,obra_obra_2b_n_registros_mean,obra_obra_2b_n_registros_max,obra_obra_2b_n_registros_min,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_max,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_min,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_max,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_min,obra_obra_5a_n_registros_mean,obra_obra_5a_n_registros_max,obra_obra_5a_n_registros_min,obra_CODIGO_UNICO_first,obra_CODIGO_UNICO_nunique,obra_SECTOR_first,obra_SECTOR_nunique,obra_DEPARTAMENTO_first,obra_DEPARTAMENTO_nunique,obra_NIVEL_GOBIERNO_first,obra_NIVEL_GOBIERNO_nunique,obra_OBJETO_PROCESO_first,obra_OBJETO_PROCESO_nunique,obra_CODIGO_OBRA_first,obra_CODIGO_OBRA_nunique,obra_NOMBREOBRA_first,obra_NOMBREOBRA_nunique,obra_METODO_CONTRATACION_first,obra_METODO_CONTRATACION_nunique,obra_RAZON_SOCIAL_first,obra_RAZON_SOCIAL_nunique,obra_NUMERO_CONTRATO_first,obra_NUMERO_CONTRATO_nunique,obra_NOMBRE_PARTICIPANTE_first,obra_NOMBRE_PARTICIPANTE_nunique,y_riesgo_obra_4niveles,func_n_registros,func_n_funcionarios,func_riesgo_max,func_riesgo_mean,func_riesgo_std,func_pct_riesgo_alto
2334119-2334119-899442-2198922-164855,1.0,1,1,10166241141.0,10166241141,10166241141,899442.0,899442,899442,107.0,107,107,2198922.0,2198922,2198922,20088758425.53846,20607144088,10166241141,26.0,26,26,18707582.16,18707582.16,18707582.16,20786202.41,20786202.41,20786202.41,19617477.881153844,19617477.881153844,19617477.881153844,18719582.155,18719582.155,18719582.155,1010485.954223132,1010485.9542231321,1010485.9542231321,2078620.25,2078620.25,2078620.25,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2334119,1,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,1,LAMBAYEQUE,1,GOBIERNO NACIONAL,1,Obra,1,164855,1,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE""",1,Licitación Pública,1,CUBAS RUIZ JORGE NAPOLEON,26,009-2023-LP/UO 0730,1,CUBAS RUIZ JORGE NAPOLEON,26,0,0.0,0.0,0.0,0.0,0.0,0.0
2335905-374962-845920-2167911-156662,5.0,5,5,15298843999.0,20510849770,10086838228,845920.0,845920,845920,225.0,270,180,2167911.0,2167911,2167911,17249126622.7,20510849770,10086838228,20.0,20,20,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,6635242.82,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2335905,1,OTROS,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,156662,1,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO LEONCIO PRADO DISTRITO DE HUAMACHUCO; PROVINCIA SANCHEZ CARRION - LA LIBERTAD,1,Concurso Público,1,CONSORCIO CONSULTOR CARRION ,10,002-2023-PRONIS,1,CONSORCIO CONSULTOR CARRION ,10,2,6.0,6.0,0.0,0.0,0.0,0.0
2337718-376654-641973-2022745-128472,18.0,18,18,20602584357.0,20602584357,20602584357,641973.0,641973,641973,41.0,41,41,2022745.0,2022745,2022745,29238208486.88889,99000024381,20101345018,9.0,9,9,9080000.0,9080000.0,9080000.0,9085446.65,9085446.65,9085446.65,9083125.172222221,9083125.172222221,9083125.172222221,9085446.65,9085446.65,9085446.65,2757.4594464508978,2757.4594464508978,2757.4594464508978,5446.6500000003725,5446.6500000003725,5446.6500000003725,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2337718,1,TRANSPORTE,1,CUSCO,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,128472,1,ESTUDIO DEFINITIVO DEL PROYECTO: Mejoramiento de la Carretera Emp. PE-28C (Dv. Pichari)-Abra Cielo Punco-Boca Santa Ana-Kepashiato-Kumpirushiato-Kiteni-Palma Real Tramo I y Tramo II,1,Concurso Público,1,HOB CONSULTORES S.A.,9,076-2020-MTC/20.2,1,HOB CONSULTORES S.A.,9,3,6.0,6.0,3.0,2.0,1.5491933384829668,0.6666666666666666
2337745-376679-811539-2144452-151408,46.0,46,46,20338361502.0,20539613392,20137109612,811539.0,811539,811539,116.0,150,82,2144452.0,2144452,2144452,20338361502.0,20539613392,20137109612,4.0,4,4,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,1109472.44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1,1,2337745,1,TRANSPORTE,1,AREQUIPA,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,151408,1,MEJORAMIENTO DE LA TRANSITABILIDAD EN LA VIA DEPARTAMENTAL; RUTA AR-109 EN LOS DISTRITOS DE MAJES; LLUTA Y HUAMBO DE LA  PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,1,Adjudicación Simplificada,1,VERA & MORENO S.A. CONSULTORES DE INGENIERIA(*),2,CONTRATO 94-2022-GRA,1,VERA & MORENO S.A. CONSULTORES DE INGENIERIA(*),2,3,9.0,9.0,3.0,0.7777777777777778,1.2018504251546631,0.1111111111111111
2338279-377183-724906-2077174-146140,31.0,31,31,20445623327.0,20445623327,20445623327,724906.0,724906,724906,20.0,20,20,2077174.0,2077174,2077174,28265322148.3,99000024381,20101345018,10.0,10,10,2887000.0,2887000.0,2887000.0,2887517.96,2887517.96,2887517.96,2887414.368,2887414.368,2887414.368,2887517.96,2887517.96,2887517.96,218.39111158136885,218.39111158136882,218.39111158136882,517.9599999999627,517.9599999999627,517.9599999999627,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2338279,1,TRANSPORTE,1,CAJAMARCA,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,146140,1,CREACIÓN DE LA VÍA DE EVITAMIENTO EN LA CIUDAD DE JAÉN,1,Concurso Público,1,HOB CONSULTORES S.A.,10,095-2021-MTC/20.2,1,HOB CONSULTORES S.A.,10,2,6.0,6.0,0.0,0.0,0.0,0.0
2340083-378895-640980-2006405-115016,17.0,17,17,20576685705.5,20601137624,20552233787,640980.0,640980,640980,130.0,144,116,2006405.0,2006405,2006405,20576685705.5,20601137624,20552233787,4.0,4,4,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,5012819.62,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2340083,1,OTROS,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,115016,1,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 268;269;270;271;272;274;275 Y 276- DISTRITO VENTANILLA -PROVINCIA CONSTITUCIONAL DEL CALLAO,1,Concurso Público,1,TEC-CUATRO S.A.  - SUCURSAL PERU(*),2,Contrato N° 004-2020/VIVIENDA/VMCS/PASLC,1,TEC-CUATRO S.A.  - SUCURSAL PERU(*),2,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
2343984-382554-696238-2067909-141090,5.0,5,5,20403693862.0,20496159811,20311227913,696238.0,696238,696238,93.0,140,46,2067909.0,2067909,2067909,20403693862.0,20496159811,20311227913,4.0,4,4,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,4143521.37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141090,1,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,1,Convenio,1,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC(*),2,CONTRATO DE OBRAS N° 038-2021-SENASA-PRODESA FASE II,1,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC(*),2,3,12.0,10.0,3.0,0.25,0.8660254037844386,0.08333333333333333
2343984-382554-709979-2084829-141090,17.0,17,17,10329618221.0,10329618221,10329618221,709979.0,709979,709979,44.0,44,44,2084829.0,2084829,2084829,10329618221.0,10329618221,10329618221,1.0,1,1,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,165805.4,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,141090,1,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,1,Convenio,1,BOTELLO ALVA WALTER ALFREDO,1,27-2021,1,BOTELLO ALVA WALTER ALFREDO,1,3,0.0,0.0,0.0,0.0,0.0,0.0
2343984-382554-727368-2122016-146965,6.0,6,6,20556777781.0,20556777781,20556777781,727368.0,727368,727368,67.0,67,67,2122016.0,2122016,2122016,20556777781.0,20556777781,20556777781,1.0,1,1,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,131514.54,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,146965,1,CONSTRUCCION DEL CENTRO DE OPERACIONES SAN SEBASTIAN - CUSCO,1,Convenio,1,ZB CONSULTORES S.A.C.,1,76-2021,1,ZB CONSULTORES S.A.C.,1,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
2343984-382554-775383-2139382-156608,1.0,1,1,20601264642.0,20601264642,20601264642,775383.0,775383,775383,231.0,231,231,2139382.0,2139382,2139382,20601264642.0,20601264642,20601264642,1.0,1,1,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,644707.75,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7,7,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,156608,1,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura,1,Convenio,1,FERUHUJA S.A.C.,1,CONTRATO 038-2022-SENASA/PRODESA FASE II,1,FERUHUJA S.A.C.,1,0,14.0,12.0,0.0,0.0,0.0,0.0
2343984-382554-775384-2139238-156611,2.0,2,2,20487619508.0,20487619508,20487619508,775384.0,775384,775384,147.0,147,147,2139238.0,2139238,2139238,20487619508.0,20487619508,20487619508,1.0,1,1,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,280792.8,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,156611,1,Ampliación y remodelación del centro de producción de moscas de la fruta Piura ,1,Convenio,1,GEYOSI INGENIEROS S.A.C.,1,34-2022,1,GEYOSI INGENIEROS S.A.C.,1,3,12.0,10.0,3.0,0.25,0.8660254037844386,0.08333333333333333
2343984-382554-796240-2127944-156611,10.0,10,10,20530143130.0,20530143130,20530143130,796240.0,796240,796240,19.0,19,19,2127944.0,2127944,2127944,20520004981.75,20561190195,20480403496,4.0,4,4,0.0,0.0,0.0,4201784.54,4201784.54,4201784.54,1050446.135,1050446.135,1050446.135,0.0,0.0,0.0,2100892.27,2100892.27,2100892.27,4201784.54,4201784.54,4201784.54,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,156611,1,Ampliación y remodelación del centro de producción de moscas de la fruta Piura ,1,Convenio,1,CONSORCIO KAYAK,4,CONTRATO DE OBRAS N° 035-2022-SENASA-PRODESA FASE II,1,CONSORCIO KAYAK,4,3,0.0,0.0,0.0,0.0,0.0,0.0
2343984-382554-811201-2132272-156608,7.0,7,7,20398604734.0,20398604734,20398604734,811201.0,811201,811201,45.0,45,45,2132272.0,2132272,2132272,20511236051.75,20600902025,20398604734,4.0,4,4,0.0,0.0,0.0,8605387.2,8605387.2,8605387.2,2151346.8,2151346.8,2151346.8,0.0,0.0,0.0,4302693.6,4302693.6,4302693.6,8605387.2,8605387.2,8605387.2,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7,7,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,156608,1,Construcción del Centro de operaciones de Moscas de la Fruta Zona Industrial - Piura,1,Convenio,1,CONSTRUCTORA SAN JORGE EIRL,4,CONTRATO DE OBRAS N° 042-2022-SENASA-PRODESA FASE II,1,CONSTRUCTORA SAN JORGE EIRL,4,0,0.0,0.0,0.0,0.0,0.0,0.0
2343984-382554-828935-2150823-156615,20.0,20,20,20221259581.0,20221259581,20221259581,828935.0,828935,828935,33.0,33,33,2150823.0,2150823,2150823,20504733118.4,20607384453,20221259581,10.0,10,10,4424358.45,4424358.45,4424358.45,5554310.88,5554310.88,5554310.88,4834826.09,4834826.09,4834826.09,4705908.0,4705908.0,4705908.0,326918.71613209124,326918.71613209124,326918.71613209124,1129952.4299999997,1129952.4299999997,1129952.4299999997,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5,5,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,156615,1,Construcción del Centro de operaciones de Moscas de la Fruta Calca - Cusco,1,Convenio,1,TECNOMIN DATA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,9,057-2022-SENASA-PRODESA FASE II,1,TECNOMIN DATA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,9,1,6.0,6.0,0.0,0.0,0.0,0.0
2343984-382554-848717-2159087-156617,15.0,15,15,20532647907.0,20549501363,20515794451,848717.0,848717,848717,15.0,17,13,2159087.0,2159087,2159087,20532647907.0,20549501363,20515794451,4.0,4,4,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,8146506.84,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,156617,1,Construcción de la Zona de tratamiento tipo III Caracoto - Puno,1,Convenio,1,AMROL CON SOCIEDAD ANONIMA CERRADA - AMROL CON S.A.C.(*),2,074-2022-SENASA-PRODESA FASE II,1,AMROL CON SOCIEDAD ANONIMA CERRADA - AMROL CON S.A.C.(*),2,1,6.0,6.0,0.0,0.0,0.0,0.0
2343984-382554-863720-2170428-156614,16.0,16,16,20482749608.0,20482749608,20482749608,863720.0,863720,863720,106.0,106,106,2170428.0,2170428,2170428,20482749608.0,20482749608,20482749608,1.0,1,1,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,5851636.35,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,2343984,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,156614,1,Construcción de la Zona de tratamiento tipo III Yanatile - Cusco,1,Convenio,1,CONSTRUCTORA E INVERSIONES SAN JUAN BAUTISTA S.A.C.,1,084-2022,1,CONSTRUCTORA E INVERSIONES SAN JUAN BAUTISTA S.A.C.,1,0,6.0,6.0,0.0,0.0,0.0,0.0
2344004-382572-696364-2068147-141091,4.0,4,4,20534636220.0,20534636220,20534636220,696364.0,696364,696364,29.0,29,29,2068147.0,2068147,2068147,20534636220.0,20534636220,20534636220,1.0,1,1,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,295750.55,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141091,1,Construcción del Centro de Procesamiento Primario de Muestras Ica,1,Convenio,1,CORPORACION R & O INGENIEROS Y ARQUITECTOS E.I.R.L.,1,CONTRATO DE OBRAS N° 039-2021-SENASA-PRODESA FASE II,1,CORPORACION R & O INGENIEROS Y ARQUITECTOS E.I.R.L.,1,3,12.0,11.0,3.0,0.25,0.8660254037844386,0.08333333333333333
2344004-382572-696594-2067901-141093,3.0,3,3,20431646074.5,20510862440,20352429709,696594.0,696594,696594,183.5,328,39,2067901.0,2067901,2067901,17919830255.75,20600472233,10215556641,8.0,8,8,0.0,0.0,0.0,2664642.19,2664642.19,2664642.19,1332321.095,1332321.095,1332321.095,1332321.095,1332321.095,1332321.095,1424311.1619032847,1424311.1619032847,1424311.1619032847,2664642.19,2664642.19,2664642.19,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141093,1,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,1,Convenio,1,CONSORCIO ATE,4,CONTRATO DE OBRAS N° 037-2021-SENASA-PRODESA FASE II,1,CONSORCIO ATE,4,3,12.0,11.0,3.0,0.25,0.8660254037844386,0.08333333333333333
2344004-382572-697157-2067916-141094,2.0,2,2,20487155798.5,20487335658,20486975939,697157.0,697157,697157,73.5,113,34,2067916.0,2067916,2067916,20487155798.5,20487335658,20486975939,4.0,4,4,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,467434.38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141094,1,Remodelación y Ampliación del Laboratorio de Microbiología La Molina,1,Convenio,1,CONSORCIO MIRNO,2,CONTRATO DE OBRAS N° 040-2021-SENASA-PRODESA FASE II,1,CONSORCIO MIRNO,2,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
2344004-382572-709977-2084826-141093,16.0,16,16,10700275260.0,10700275260,10700275260,709977.0,709977,709977,15.0,15,15,2084826.0,2084826,2084826,10700275260.0,10700275260,10700275260,1.0,1,1,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,122522.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,141093,1,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,1,Convenio,1,CHAVARRIA COTRINA JOEL EFRAIN,1,26-2021,1,CHAVARRIA COTRINA JOEL EFRAIN,1,3,0.0,0.0,0.0,0.0,0.0,0.0
2344004-382572-715859-2072330-144011,7.0,7,7,20311227913.0,20311227913,20311227913,715859.0,715859,715859,46.0,46,46,2072330.0,2072330,2072330,20311227913.0,20311227913,20311227913,1.0,1,1,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,379009.16,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,144011,1,Construcción del Centro de Procesamiento Primario de Muestras  Lambayeque,1,Convenio,1,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC,1,CONTRATO DE OBRAS N° 048-2021-SENASA-PRODESA FASE II,1,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC,1,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
2344004-382572-719906-2084816-141092,18.0,18,18,10297077533.0,10297077533,10297077533,719906.0,719906,719906,22.0,22,22,2084816.0,2084816,2084816,10297077533.0,10297077533,10297077533,1.0,1,1,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,375551.85,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,141092,1,Construcción del Centro de Procesamiento Primario de Muestras Arequipa,1,Convenio,1,GUTIERREZ BORDA EDGAR ROBERT,1,31-2021,1,GUTIERREZ BORDA EDGAR ROBERT,1,3,12.0,11.0,3.0,0.25,0.8660254037844387,0.08333333333333333
2344004-382572-719936-2084804-141091,19.0,19,19,10214241400.0,10214241400,10214241400,719936.0,719936,719936,15.0,15,15,2084804.0,2084804,2084804,10214241400.0,10214241400,10214241400,1.0,1,1,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,36174.08,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,141091,1,Construcción del Centro de Procesamiento Primario de Muestras Ica,1,Convenio,1,BORDA OSORIO JUAN FERNANDO,1,32-2021,1,BORDA OSORIO JUAN FERNANDO,1,3,0.0,0.0,0.0,0.0,0.0,0.0
2344004-382572-729473-2087592-144271,6.0,6,6,20520928503.0,20520928503,20520928503,729473.0,729473,729473,192.0,192,192,2087592.0,2087592,2087592,20577529126.333332,20605996303,20520928503,6.0,6,6,1335696.08,1335696.08,1335696.08,1784220.68,1784220.68,1784220.68,1500437.95,1500437.95,1500437.95,1366163.42,1366163.42,1366163.42,220133.644699653,220133.644699653,220133.644699653,448524.59999999986,448524.59999999986,448524.59999999986,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2344004,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,144271,1,Ampliación del Laboratorio de Residuos Tóxicos la Molina,1,Convenio,1,AJN INVERSIONES S.A.C.,5,080-2021-SENASA-PRODESA FASE II,1,AJN INVERSIONES S.A.C.,5,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
